epoch,accuracy,loss,val_accuracy,val_loss
0,0.33268517,1.5616257731119791,0.2,1.7541691951973493
1,0.61046296,0.9728865781536808,0.28814813,1.912097569814948
2,0.7809259,0.5976097117529975,0.5437037,1.198595101414465
3,0.85444444,0.40920222066066886,0.6251852,1.0390752799982248
4,0.8975926,0.2841867576594706,0.52666664,1.625880798749994
5,0.92601854,0.21408231975855652,0.52592593,1.672883078699585
6,0.9426852,0.166715039583268,0.53925925,1.3511708544913765
7,0.95666665,0.13512079611696579,0.6,1.4873197931054503
8,0.9613889,0.11791500225939132,0.7088889,0.8343420252285161
9,0.96462965,0.10504980964655125,0.7674074,0.7170050156774503
10,0.9697222,0.09202326427524289,0.5725926,1.845297999108795
11,0.9762963,0.07480903560709622,0.64074075,1.1428944680988342
12,0.97833335,0.06554116223766296,0.82222223,0.654643806308064
13,0.98046297,0.060176208796738476,0.8362963,0.538231526085182
14,0.98351854,0.05356904748275324,0.8659259,0.5201467033320811
15,0.9812963,0.06404255896565263,0.76592594,0.7004223855098622
16,0.9839815,0.048823555319880446,0.917037,0.25679516788101
17,0.99083334,0.032752557832799435,0.8696296,0.4363548777093752
18,0.9875,0.04090749829524645,0.8977778,0.2717733750215662
19,0.9875926,0.039159383548216686,0.8925926,0.5271163190295103
20,0.98851854,0.04072522642694552,0.83555555,0.5145307097098043
21,0.99185187,0.027234165111159975,0.73703706,1.0444275487571695
22,0.9861111,0.04751084379920805,0.92370373,0.26692113801048933
23,0.9901852,0.03197703018370602,0.897037,0.28723535233134606
24,0.99157405,0.027822787863875015,0.9348148,0.26840803384406764
25,0.99407405,0.01961579252099101,0.8244445,0.6290746525055616
26,0.9923148,0.026163125265652693,0.42074075,2.9591655483500503
27,0.98888886,0.041549174768194835,0.8525926,0.4963085876767108
28,0.9950926,0.018758090264724428,0.9296296,0.29218435537584314
29,0.99277776,0.025917344087501987,0.8785185,0.4138204445605372
30,0.995,0.015798067240523073,0.85333335,0.5795196560650839
31,0.99064815,0.030114881381396792,0.77111113,1.1980084148551378
32,0.99027777,0.03351412932112537,0.8762963,0.42351395547750015
33,0.99527776,0.014011620933931598,0.9266667,0.30491998032236955
34,0.9938889,0.01995841355052242,0.9214815,0.37257201148874397
35,0.9978704,0.009639802408691375,0.9,0.35359973654467836
36,0.9925926,0.02639010045927501,0.9303704,0.2161400687777671
37,0.9949074,0.01998405054125383,0.8362963,0.6431002566392043
38,0.9941667,0.018986989695479645,0.91925925,0.4196723464992505
39,0.9950926,0.02083548517056948,0.93703705,0.31139068781756174
40,0.9962037,0.012010321446750485,0.91037035,0.23646217383627519
41,0.9961111,0.011290649309747904,0.9355556,0.18034745285726514
42,0.99564815,0.016408385420385186,0.602963,2.2149426876866385
43,0.9953704,0.019146289125330642,0.9266667,0.23315734664990043
44,0.9965741,0.012323725414527063,0.9496296,0.160520066206842
45,0.9962037,0.011905362509089712,0.85851854,0.5431161226712947
46,0.9946296,0.01758625009790261,0.79333335,0.6235053498908997
47,0.9949074,0.01517519076874898,0.93333334,0.28045176646479847
48,0.99666667,0.01404589915322571,0.9088889,0.3526441997170876
49,0.9975,0.009515221730700298,0.9414815,0.2352195052575722
50,0.9961111,0.0138023557812536,0.95555556,0.16847910003520158
51,0.9963889,0.011738814551534705,0.92296296,0.29382751830149867
52,0.9960185,0.012262030081765261,0.962963,0.11427099403708563
53,0.9961111,0.01434058163352246,0.88666666,0.3632664246047451
54,0.99796295,0.007305215099784416,0.96518517,0.10538043124602763
55,0.99703705,0.009936943210923345,0.91481483,0.363278267900718
56,0.99796295,0.009055641041217043,0.6985185,1.015343677696018
57,0.99675924,0.010440072779445607,0.8162963,0.7852771853418912
58,0.9976852,0.007586423586003042,0.9562963,0.13612110167159924
59,0.99444443,0.01808957061792575,0.95555556,0.15123405228284162
60,0.9986111,0.004822905484467844,0.9414815,0.2257970769922472
61,0.99722224,0.00866350160005553,0.9222222,0.37681104376239083
62,0.99685186,0.010253700935381522,0.96666664,0.09876903238172209
63,0.9969444,0.01016113518099667,0.95111114,0.1425514349042411
64,0.9984259,0.006076479452956981,0.9474074,0.15287105293411585
65,0.9986111,0.00521269119850735,0.9540741,0.22659196092555647
66,0.9971296,0.009834730868255806,0.9496296,0.2105652043430407
67,0.9980556,0.006439523311392231,0.9562963,0.1413422694902175
68,0.9990741,0.003883662623726128,0.97333336,0.09551873702033062
69,0.9980556,0.007138533296005739,0.9674074,0.110485008942879
70,0.9961111,0.014546359049410158,0.87333333,0.5023023926020524
71,0.9969444,0.011074136399120443,0.9585185,0.16389286590459984
72,0.9984259,0.00676731765158399,0.97037035,0.11513996305951439
73,0.99740744,0.009136762231478147,0.95185184,0.19805075996531396
74,0.99759257,0.009419805050870141,0.9362963,0.23570215441928974
75,0.99759257,0.00914902706535671,0.96074075,0.11115706554637508
76,0.9984259,0.005009175454912043,0.9562963,0.11024847944965255
77,0.99916667,0.004975175113416939,0.98888886,0.027879112030434354
78,0.9987963,0.004116975184183334,0.9592593,0.12348825516217166
79,0.9969444,0.008468715793340515,0.9451852,0.21247131822023582
80,0.99777776,0.006122094700592613,0.9385185,0.31758131437591164
81,0.9975,0.008041327116215042,0.94666666,0.16912866363914478
82,0.99935186,0.0022161680695193422,0.94,0.29285791393128624
83,0.99796295,0.007452847825838102,0.9681482,0.1364871772948179
84,0.9980556,0.008107208389252534,0.8740741,0.42776665486230264
85,0.9980556,0.00531809132048996,0.9814815,0.042352002550101096
86,0.99814814,0.008307523727730262,0.9711111,0.07536633598533164
87,0.9994444,0.001125870539434699,0.9525926,0.13845105508555544
88,0.99722224,0.00974788071416663,0.97925925,0.08467206323701652
89,0.9976852,0.009209472716246536,0.9548148,0.1868052906090044
90,0.9963889,0.01189547590622506,0.9444444,0.16476873949677268
91,0.9990741,0.003248908181557016,0.9488889,0.1980767607364694
92,0.9994444,0.0015685089270206206,0.9540741,0.1602109374416452
93,0.9984259,0.008319277231680475,0.9540741,0.2531925370547755
94,0.99925923,0.0017006456018882293,0.94592595,0.36004086312493455
95,0.99833333,0.005812257217047671,0.9288889,0.5316376064987642
96,0.9975,0.009519258079131692,0.9622222,0.1319054192496444
97,0.99833333,0.005331105796708639,0.96,0.1546435976670215
98,0.9996296,0.0026714466611826573,0.9414815,0.1909836533781623
99,0.99796295,0.008407310227109216,0.9288889,0.16397417348363444
0,0.27833334,1.6597395730901647,0.2,1.7396500609641852
1,0.52148145,1.1566171962243539,0.49851853,1.2093146270097688
2,0.7426852,0.6918723464012146,0.79037035,0.644508583251885
3,0.855,0.41488706796257585,0.7407407,0.742387463899091
4,0.8950926,0.31079437881708144,0.82296294,0.5408297879946267
5,0.92101854,0.22740335349131513,0.7548148,0.8646282815932145
6,0.9380556,0.17839076416911903,0.82,0.7736619898919449
7,0.9498148,0.1499120198852486,0.84518516,0.6526741779150121
8,0.9590741,0.12535529393288825,0.9451852,0.1977851846580919
9,0.9688889,0.09273024185112229,0.88592595,0.39997072351269347
